"cell.id","temp_c_mean_idw","humidity_mean_idw","rain_24h_mean_idw","water_tank_density","proportion_no_waste_collection","number_households_no_mains_water_connection","proportion_households_no_sewage_collection","human_population","average_literacy","average_household_income","elevation","proportion_highways","proportion_water_bodies","proportion_flood_prone","proportion_residential","proportion_vegetation","proportion_favela","proportion_non_residential","built_volume_density","nres_built_volume_density","proportion_buildings_over6m","neighbouring_wmel_pctg_mean_avg","breeding_container_sum","wind_speed_mean_idw"
16,24.4790213742923,75.5277868617188,3.53894231009132,5.88471221923828,0.00156558127284074,1.62296221242233,0.000426946785455553,387.335311175562,26.090897768748,2711.46693334371,5.68614911730339,NA,0,0,0.162773868936669,0,0.0100385765283617,0.547968406481676,218.305957063306,75.9539391975141,0.226362332249622,0.285566630662784,1,4.25888129287143
17,24.4781283818167,75.5700255172118,3.54398628267933,0,0,0.863600735325857,0,155.664032542486,10.5957167141903,2703.98,5.52225317738073,NA,0,0,0.102218738354969,0,0,0.875088557845115,99.5662556890031,41.9746182844762,0.115704109782427,0.0441844275738506,0,4.28126984410002
18,24.4916661079771,74.8756833397936,3.6114803767549,0,0,0,0.0202702702702703,17.9488940854136,1.2215168175266,2950.54,5.91742363587141,NA,0,0,0,0.407187781240258,0,0.530132252526667,9.69615114884001,0,0,0,0,4.01041314504637
19,24.4885066862498,74.9623842007055,3.5963948179028,0.0108140027150512,0,0,0.0202702702702703,62.4611281974386,4.25080888949365,2950.54,43.2831190673671,NA,0,0,0,0.778813111977282,0,0.243955788424814,10.9137845396817,0,0,0.0317379345871993,0,4.03826536531852
20,24.4858121580692,75.0433433391038,3.58302980919763,0.0693140625953674,0,0,0.0224406447288197,81.4305113772084,5.53458519997833,2950.54,32.6685255845808,NA,0,0,0,0.973539495577996,0,0.0728549563243275,8.94224013821105,0,0.0178256237677355,0.259958419545585,0,4.06558619951023
21,24.4835223664741,75.1187871547392,3.5727731051295,27.4174575805664,0,1.63851924761865,0.0133662670274674,3057.83726740643,191.89550125559,2844.82151872097,8.65488917561403,0.0279095007720925,0.0467024696806239,0,0.113100924573544,0.505718802554529,0.211335429456217,0.0890303092619871,301.092486119533,2.63969151030491,0.309172052536289,0.340655863112222,19,4.09233185479082
22,24.4815781558382,75.1889818248936,3.56646490143926,37.7762451171875,0,13.0457711746158,0.0171779242921161,5535.57326668871,356.977013521419,2881.24998884132,34.7324277929469,0.0188314968380094,0.000967518379299816,0,0.678866591400722,0,0.198505918642186,0.192725577444262,654.563957451663,74.4720470061488,0.52355284607133,0.479757503472113,50,4.11847467747644
23,24.4799235445689,75.2542133004169,3.56427541012405,10.6337633132935,0,8.18249138815987,0.00403945349122053,2856.72059989489,187.452261860915,3296.75731906109,30.2224180939378,0.0445067477086297,0,0,0.840524794540582,0.0665983567130329,3.07274140028006e-05,0.131840192167052,715.948534273668,7.10430646883758,0.49539907500547,0.33257162982266,54,4.14399902777366
24,24.4785069976495,75.3147740848735,3.56579348890919,19.6846923828125,0.00211811818754873,0.282255756080572,0,3447.59912268835,226.581884987167,3031.73692313566,29.6131921777225,0.0295971009814818,0,0,0.841346312856717,0,0.0978517566227943,0.0394912371024567,808.212042357696,0.19954477757651,0.548293312753174,0.351801195244722,33,4.1688981853413
25,24.477282084856,75.3709546652608,3.55995901862712,52.3296089172363,3.73195963240605e-05,11.0206729504223,0.00206605394250428,8629.35116925259,539.197689466668,2787.4477551472,36.7342936160405,0.0365645105900658,0,0,0.28848702865761,0.0375730036953461,0.653530795561612,0.0113561089217512,718.156548755239,0,0.517291665739085,0.376482469376273,15,4.19317202639778
26,24.4762077235019,75.423038101841,3.56529867377417,10.2967557907104,0,2.52532464200009,0.00498669999999056,2697.3020530766,182.824947380105,2748.25,8.53988949512292,0.0287558474807503,0,0,0.875240377145041,0,0.0189500876490403,0.124419741131461,456.255172753427,0,0.488792593626449,0.403523758626659,67,4.21682527751645
27,24.4752481438294,75.4712967430963,3.57169168803171,9.31780815124512,0.000739297919514991,1.81759236671763,0.00222270249409051,2510.68068882549,167.88787301398,2741.9636470273,12.1295821989951,NA,0,0,0.96876620132872,0,0.00603957885522649,0.0657628797271065,459.657246813813,0,0.526250141416039,0.436286953873558,163,4.23986620067673
28,24.47437267322,75.5159903557599,3.57857273493376,15.2957649230957,0.021803417304274,3.78534886795448,0.0104327468706583,3863.91433410307,241.02655220569,2741.01355349754,16.9747290546731,NA,0,0,0.484917753129719,0.0705339731411477,0.29917852059678,0.153721807347573,478.759120192204,36.5955292539006,0.45454611514137,0.171150985293319,103,4.26230560137123
29,24.4735554065134,75.5573651863342,3.54955793675594,0.273696213960648,0,0.360731763903572,0.0356458762704447,103.4522794047,6.88687962759299,3165.30636781658,9.02785892493935,NA,0,0,0.0909496591965009,0.516685406913145,0,0.226781839190678,98.1340015311042,31.0604046751656,0.10042583128622,0.295125261605748,1,4.28415607931479
30,24.4822328114602,74.9814592218918,3.6119848643165,0.178262889385223,0,0,0.0202702702702703,61.7087555211092,4.19960596452176,2950.54,21.6265394053201,NA,0,0,0,0.624570016178967,0,0.365496854013277,18.8693889379549,0,0.0293361174867202,0.150963671440645,0,4.05146622310957
31,24.4799206069276,75.0567483230938,3.60080034141157,15.5959529876709,0,0,0.0600177626643082,2028.58899874518,131.599249724135,2957.81805790821,6.80038435203885,0.00988711204959431,0.0215703808425307,0,0.000512065772719059,0.453474819052343,0.267945376293414,0.245447327042444,122.191512541612,1.23192918537666,0.231272368262945,0.146733836409317,15,4.07735003392967
32,24.4779328552353,75.1274105418428,3.59189678231115,9.69269466400146,0,8.41670406390445,0.0311171716811084,2071.38275697838,134.850650982034,3066.05869114954,22.3951777380884,0.0225806351042558,0.0386680871872687,0,0.642003082664705,0.172690926242057,0.0495374477942235,0.0452661023440929,411.266308023856,1.56543118257302,0.462270448656417,0.432210260735186,45,4.10280536041449
33,24.4762283229074,75.1935806578241,3.58597536121118,7.12436103820801,0,16.2975110868096,0.0199315897508901,3764.50680538118,239.318435588043,3109.49380239995,37.8480134587021,NA,0,0,0.691450274393176,0.0649357869370554,0.0971225132670856,0.0210140624162283,574.98765047288,0,0.515283192090843,0.431751231382069,30,4.12778775148732
34,24.474765720667,75.2554328755974,3.58326449169745,4.91037559509277,0,2.2371654706981,0.00223593878749827,4083.0293387672,270.396158794266,5051.00259672893,33.1400858468009,0.038676272311084,0,0,0.97833700560182,0,0.0149212291630276,0.0104270798071082,535.599474670744,0.281093319639695,0.443012272553386,0.522272963877917,41,4.15226666876108
35,24.4735054254565,75.313164983072,3.58356489524251,3.05862832069397,0,1.80440208737689,9.07478303128707e-05,1772.9710414785,120.164902126012,4068.85429929098,5.12186658379946,0.0453389253291075,0,0,0.637726023416821,0,0,0.263733836149947,426.088005891339,0.19954522825628,0.382440153666009,0.351643279550624,50,4.17622227272863
36,24.4724105600805,75.3669872519789,3.5745108629866,10.3741083145142,0.00385875947132514,5.84948092884228,0.0247469882978953,2520.4141292768,163.358669678134,3685.21423400452,18.4610235109086,0.0199932319986025,0,0,0.724305790609579,0.129327739600659,0.0767562625477354,0.111073504345549,548.928482957689,0,0.401449866328057,0.334280948037282,20,4.19964293604784
37,24.4714476140779,75.417114744094,3.57823328725313,29.3181743621826,0.000994067898202181,8.05793014958143,0.0108071993759602,3361.8067020084,218.467043770653,2736.82682393895,28.0136371492769,NA,0,0,0.512243132138557,0.0653001265022777,0.33173040299232,0.0492732950824417,744.96089844664,0,0.527713457581335,0.452973376955577,72,4.22252332013633
38,24.4705867401906,75.4637620440752,3.5830529635118,14.5357389450073,0,19.6674131307531,0.00299873866230362,2233.2261428472,148.123770682124,2759.83899377344,16.3858892739141,NA,0,0,0.884159590360483,0,0.0554038298665485,0.0475824950129945,575.475398301262,0,0.557133733492031,0.439673769416449,84,4.24486288667972
39,24.4698018243863,75.5071397101982,3.58850105853769,11.8591289520264,0,15.2091308396414,0.154761733947198,2151.12117673274,134.843737580542,3319.09318912631,11.1404758200665,NA,0,0,0.477000935249907,0.103832624808009,0.0928291288818177,0.114603363749673,356.882519617837,0,0.356386642934702,0.43783903459938,54,4.26666474447641
40,24.4690704008334,75.5474519347738,3.59421945708741,0,0,0,0.127272727272727,50.3126159842402,3.20924093726635,3539.68,3.17659701974162,NA,0,0,0,0.179365970743229,0,0.301728203361256,21.9204470908188,0,0.022470572437505,0.0715251497770194,0,4.2879347548723
41,24.4780522993111,74.9310625057084,3.63187718689282,0.160221770405769,0,0,0.0969387755102041,38.9359857828619,2.58825804299074,5909.43,0.350143860052941,NA,0,0,0,0,0,1,31.7074764981722,0,0.046200000778702,0.0237268518518519,0,4.04115527736369
42,24.4758695204415,75.0044267580542,3.62204580079386,2.05472230911255,0,0,0.093492483412717,146.178162226069,9.72809555445247,4818.48378873801,2.12818815892454,NA,0,0,0.0330814769969758,0.301882730992348,0,0.572901542596135,74.8133604878496,0.65520883065722,0.122924352869312,0.140578514077184,8,4.06580373818068
43,24.4739559143298,75.074038133084,3.61296679325225,5.30093955993652,0,0,0.000313179077437647,1251.7021715809,84.5560582370827,5158.98369516412,6.37261430354052,0.0352355684474203,0.0632116904848031,0,0.566776655171956,0.237257489682797,0.0433701639276974,0.153806405381774,279.969997664488,8.14550774122958,0.343739468632305,0.298500631158521,26,4.09023824703358
44,24.4722907307922,75.1398462530811,3.60934637473207,2.51907229423523,0,4.55714172244361,0,1231.77950981044,81.5912783933969,4116.21951143029,6.35451903432797,0.0340318637906029,0,0,0.613831944515742,0.141287766067528,0,0.141319491101465,251.902858260489,7.77431459727901,0.287909752641166,0.2731600068907,41,4.11438159741044
45,24.4708480396826,75.2018761478667,3.60390115010606,0.352623373270035,0,0.303385605205808,0,821.734163576384,53.6693881319607,3139.88818318716,5.25710290216209,0.0193780479730581,0,0,0.559811380600624,0.440188619399376,0,0,94.6683014329631,0,0.137218270871716,0.461176186013259,14,4.13817554531507
46,24.4695994745541,75.2602057346903,3.60092932477964,0.488345324993134,0,0,0,421.913462135544,27.9296644584392,5114.43594336112,0.556429011262208,0.0250690081340901,0,0,0.557885015928826,0.252764869055904,0,0,72.7542886813252,0.00420775652730913,0.0912282501057972,0.431942909298678,1,4.1615768797925
47,24.4675700973532,75.3662438810127,3.60192361107949,3.7731454372406,0,0.276071699363934,0.00555328191088256,840.391935309835,53.6617252330401,2969.06332164482,9.65773782116217,NA,0,0,0.69919066673784,0.224816935826455,0.0416635317110485,0.0532598055763089,207.256704217559,0,0.175922468758877,0.450988410404811,8,4.20708580348459
48,24.4667349232314,75.4142427047952,3.59101454157307,15.2788534164429,0,0.941245801331529,0.107500528948903,3429.58394729217,221.883200462667,2773.29212139383,28.8402979232859,NA,0,0,0.790553645910956,0,0.149379118582121,0.0456036271947563,630.034944637934,0,0.494289279900985,0.326191274575857,34,4.229156912567
49,24.4659865581811,75.4591061098484,3.5944733433678,12.0352048873901,0,8.76112288666135,0.00450023836358499,2540.44389874222,165.866173348885,3376.76673582963,27.3822720894389,NA,0,0,0.843019269641817,0.0165079211772154,0.0971887000408935,0.0246407505482412,747.021325787235,0,0.555955890548099,0.456278274705391,68,4.25075888176171
50,24.4653034375104,75.5009980430804,3.59863269914103,27.8449401855469,0.00365014674228273,73.6141083611128,0.0378622788183251,4370.73812681593,264.858204688887,3539.68,31.0147263704506,NA,0,0,0.365012678062539,0.248983094080188,0.336921407242333,0.055928195132673,478.563613590706,0,0.352405291459978,0.362840910709063,44,4.27188755455033
51,24.4646666322297,75.5400824099833,3.6031864488325,0,0,0,0.127272727272727,3.67042902230226,0.234122015825864,3539.68,13.7915975868104,NA,0,0,0,0.59540234824916,0,0.43725269490529,24.8514335889934,0,0.00696966620834189,0.320314986991123,0,4.29254234967321
52,24.4640598324154,75.5765206662705,3.60790278520932,0,NA,0,NA,0,0,3539.68,8.18038175057274,NA,0,0,0,0.511335203022486,0,0.596995142693577,12.9951863195221,0,0,0.12010970180613,0,4.31272547344253
