system:index,DSM,cell_id,.geo
000000000000000000bc,5.494092906465784,245.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28466404569379,-22.818108284315358],[-43.28460748507222,-22.82262183255503],[-43.2797385339732,-22.822569298249356],[-43.27979524759137,-22.81805582014129],[-43.28466404569379,-22.818108284315358]]]}"
000000000000000000bd,7.980301034807153,257.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27979524759137,-22.81805582014129],[-43.2797385339732,-22.822569298249356],[-43.27486468428382,-22.822516583095787],[-43.27492155093195,-22.81800310218187],[-43.27979524759137,-22.81805582014129]]]}"
000000000000000000be,6.874395104346459,269.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27492155093195,-22.81800310218187],[-43.27486468428382,-22.822516583095787],[-43.2699956716197,-22.822463829697963],[-43.27005269132009,-22.81795034628547],[-43.27492155093195,-22.81800310218187]]]}"
000000000000000000bf,-0.3115925198209679,282.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27005269132009,-22.81795034628547],[-43.2699956716197,-22.822463829697963],[-43.2651267024198,-22.82241083290499],[-43.26518387520015,-22.817897419834594],[-43.27005269132009,-22.81795034628547]]]}"
000000000000000000c0,2.298470172443013,101.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2554415043085,-22.817791019218213],[-43.25538395149382,-22.822304462004237],[-43.25051503949852,-22.82225105081892],[-43.25057274548352,-22.81773760580602],[-43.2554415043085,-22.817791019218213]]]}"
000000000000000000c1,3.442391713747645,108.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25057274548352,-22.81773760580602],[-43.25051503949852,-22.82225105081892],[-43.24564609787621,-22.82219749389219],[-43.2457039570593,-22.81768411950489],[-43.25057274548352,-22.81773760580602]]]}"
000000000000000000c2,6.233215237498043,116.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2457039570593,-22.81768411950489],[-43.24564609787621,-22.82219749389219],[-43.24077240312656,-22.822143777882033],[-43.240830415540955,-22.817630328369752],[-43.2457039570593,-22.81768411950489]]]}"
000000000000000000c3,4.054130231448636,125.0,"{""type"":""Polygon"",""coordinates"":[[[-43.240830415540955,-22.817630328369752],[-43.24077240312656,-22.822143777882033],[-43.23590347608454,-22.8220899044884],[-43.23596164175245,-22.817576525740762],[-43.240830415540955,-22.817630328369752]]]}"
000000000000000000c4,6.790208473267583,133.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23596164175245,-22.817576525740762],[-43.23590347608454,-22.8220899044884],[-43.23103466755087,-22.822035908572385],[-43.231092986499895,-22.817522527867503],[-43.23596164175245,-22.817576525740762]]]}"
000000000000000000c5,6.06129354233234,141.0,"{""type"":""Polygon"",""coordinates"":[[[-43.231092986499895,-22.817522527867503],[-43.23103466755087,-22.822035908572385],[-43.22616575624189,-22.82198179178887],[-43.22622422849984,-22.81746840918659],[-43.231092986499895,-22.817522527867503]]]}"
000000000000000000c6,2.253230913936353,150.0,"{""type"":""Polygon"",""coordinates"":[[[-43.22622422849984,-22.81746840918659],[-43.22616575624189,-22.82198179178887],[-43.22129209063958,-22.82192744234764],[-43.221350716239705,-22.817414057675524],[-43.22622422849984,-22.81746840918659]]]}"
000000000000000000c7,4.557994714342209,162.0,"{""type"":""Polygon"",""coordinates"":[[[-43.221350716239705,-22.817414057675524],[-43.22129209063958,-22.82192744234764],[-43.21642326911494,-22.821872984419773],[-43.21648212192217,-22.817359645997033],[-43.221350716239705,-22.817414057675524]]]}"
000000000000000000c8,8.143608716099711,180.0,"{""type"":""Polygon"",""coordinates"":[[[-43.21161342534244,-22.81730511355574],[-43.21155449298625,-22.821818428868927],[-43.20668081399747,-22.821763616862906],[-43.20673997363613,-22.817250274881637],[-43.21161342534244,-22.81730511355574]]]}"
000000000000000000c9,14.10299370374321,187.0,"{""type"":""Polygon"",""coordinates"":[[[-43.20673997363613,-22.817250274881637],[-43.20668081399747,-22.821763616862906],[-43.20181205485986,-22.821708745078734],[-43.201871367952855,-22.817195401539223],[-43.20673997363613,-22.817250274881637]]]}"
000000000000000000ca,6.509387888337171,192.0,"{""type"":""Polygon"",""coordinates"":[[[-43.201871367952855,-22.817195401539223],[-43.20181205485986,-22.821708745078734],[-43.196943267774955,-22.821653727708092],[-43.197002734349994,-22.81714038267403],[-43.201871367952855,-22.817195401539223]]]}"
000000000000000000cb,12.034896640907979,5.0,"{""type"":""Polygon"",""coordinates"":[[[-43.197002734349994,-22.81714038267403],[-43.196943267774955,-22.821653727708092],[-43.192074526780914,-22.82159853996747],[-43.19213414686558,-22.817085266338868],[-43.197002734349994,-22.81714038267403]]]}"
000000000000000000cc,20.19367926007211,10.0,"{""type"":""Polygon"",""coordinates"":[[[-43.19213414686558,-22.817085266338868],[-43.192074526780914,-22.82159853996747],[-43.18720095559189,-22.821543142994898],[-43.18726072921957,-22.817029867767165],[-43.19213414686558,-22.817085266338868]]]}"
000000000000000000cd,8.352532030960642,21.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18726072921957,-22.817029867767165],[-43.18720095559189,-22.821543142994898],[-43.18233223295775,-22.821487711984233],[-43.18239216015032,-22.816974435464367],[-43.18726072921957,-22.817029867767165]]]}"
000000000000000000ce,22.053791588198365,32.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18239216015032,-22.816974435464367],[-43.18233223295775,-22.821487711984233],[-43.17746355694292,-22.821432037815445],[-43.17752363772797,-22.816918760071264],[-43.18239216015032,-22.816974435464367]]]}"
000000000000000000cf,5.939162878194075,44.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17752363772797,-22.816918760071264],[-43.17746355694292,-22.821432037815445],[-43.17259004984695,-22.821376226667546],[-43.17265028425788,-22.81686294752279],[-43.17752363772797,-22.816918760071264]]]}"
000000000000000000d0,1.0772185987533036,56.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17265028425788,-22.81686294752279],[-43.17259004984695,-22.821376226667546],[-43.16772131931337,-22.82132033412231],[-43.16778178128644,-22.816807029098282],[-43.17265028425788,-22.81686294752279]]]}"
000000000000000000d1,1.4358729700378525,62.0,"{""type"":""Polygon"",""coordinates"":[[[-43.16778178128644,-22.816807029098282],[-43.16772131931337,-22.82132033412231],[-43.16285270983494,-22.82126424652471],[-43.162913251568924,-22.81675096525702],[-43.16778178128644,-22.816807029098282]]]}"
000000000000000000d2,14.008669177652225,345.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31870069420903,-22.82298527421446],[-43.31864520373558,-22.82750340547976],[-43.313775951285386,-22.827451874875827],[-43.31383159456128,-22.822933812994485],[-43.31870069420903,-22.82298527421446]]]}"
000000000000000000d3,12.11167764189401,75.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31383159456128,-22.822933812994485],[-43.313775951285386,-22.827451874875827],[-43.30890180233857,-22.827400237727456],[-43.308957672157035,-22.82288214747939],[-43.31383159456128,-22.822933812994485]]]}"
000000000000000000d4,10.94340498980072,77.0,"{""type"":""Polygon"",""coordinates"":[[[-43.308957672157035,-22.82288214747939],[-43.30890180233857,-22.827400237727456],[-43.30403255960869,-22.82734846281134],[-43.304088582292415,-22.822830369350193],[-43.308957672157035,-22.82288214747939]]]}"
000000000000000000d5,17.974614095328967,79.0,"{""type"":""Polygon"",""coordinates"":[[[-43.304088582292415,-22.822830369350193],[-43.30403255960869,-22.82734846281134],[-43.29916335909307,-22.827296517082623],[-43.29921946094864,-22.822778518057543],[-43.304088582292415,-22.822830369350193]]]}"
000000000000000000d6,10.897039178671552,82.0,"{""type"":""Polygon"",""coordinates"":[[[-43.29921946094864,-22.822778518057543],[-43.29916335909307,-22.827296517082623],[-43.2942892611666,-22.82724439147867],[-43.2943455896697,-22.822726364294834],[-43.29921946094864,-22.822778518057543]]]}"
000000000000000000d7,8.8382488623882,85.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2943455896697,-22.822726364294834],[-43.2942892611666,-22.82724439147867],[-43.28942007140564,-22.82719220154959],[-43.28947655285738,-22.822674171354716],[-43.2943455896697,-22.822726364294834]]]}"
000000000000000000d8,7.436845177935829,88.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28947655285738,-22.822674171354716],[-43.28942007140564,-22.82719220154959],[-43.28455092438681,-22.827139840862777],[-43.28460748507222,-22.82262183255503],[-43.28947655285738,-22.822674171354716]]]}"
000000000000000000d9,8.650376647834268,244.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28460748507222,-22.82262183255503],[-43.28455092438681,-22.827139840862777],[-43.27968174654087,-22.827087334267897],[-43.2797385339732,-22.822569298249356],[-43.28460748507222,-22.82262183255503]]]}"
000000000000000000da,4.811125744747572,256.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2797385339732,-22.822569298249356],[-43.27968174654087,-22.827087334267897],[-43.27480774381404,-22.827034622171148],[-43.27486468428382,-22.822516583095787],[-43.2797385339732,-22.822569298249356]]]}"
000000000000000000db,4.7200062764788955,268.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27486468428382,-22.822516583095787],[-43.27480774381404,-22.827034622171148],[-43.26993857809017,-22.826981798753014],[-43.2699956716197,-22.822463829697963],[-43.27486468428382,-22.822516583095787]]]}"
000000000000000000dc,2.4226715463179747,281.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2699956716197,-22.822463829697963],[-43.26993857809017,-22.826981798753014],[-43.2650694558028,-22.82692880463762],[-43.2651267024198,-22.82241083290499],[-43.2699956716197,-22.822463829697963]]]}"
000000000000000000dd,4.053327055869425,107.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25051503949852,-22.82225105081892],[-43.25045733344716,-22.826768957646816],[-43.24558823862643,-22.826715403131818],[-43.24564609787621,-22.82219749389219],[-43.25051503949852,-22.82225105081892]]]}"
000000000000000000de,2.7923248158018485,115.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24564609787621,-22.82219749389219],[-43.24558823862643,-22.826715403131818],[-43.240714316837874,-22.826661641730833],[-43.24077240312656,-22.822143777882033],[-43.24564609787621,-22.82219749389219]]]}"
000000000000000000df,6.241894275616597,124.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24077240312656,-22.822143777882033],[-43.240714316837874,-22.826661641730833],[-43.235845310349255,-22.82660781859344],[-43.23590347608454,-22.8220899044884],[-43.24077240312656,-22.822143777882033]]]}"
000000000000000000e0,4.55668200450719,132.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23590347608454,-22.8220899044884],[-43.235845310349255,-22.82660781859344],[-43.23097627471257,-22.826553776899733],[-43.23103466755087,-22.822035908572385],[-43.23590347608454,-22.8220899044884]]]}"
000000000000000000e1,13.984398808590697,9.0,"{""type"":""Polygon"",""coordinates"":[[[-43.192074526780914,-22.82159853996747],[-43.192014906625644,-22.82611627839771],[-43.187141108007324,-22.826060908069906],[-43.18720095559189,-22.821543142994898],[-43.192074526780914,-22.82159853996747]]]}"
000000000000000000e2,32.66017991324489,20.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18720095559189,-22.821543142994898],[-43.187141108007324,-22.826060908069906],[-43.18227223180078,-22.826005405756625],[-43.18233223295775,-22.821487711984233],[-43.18720095559189,-22.821543142994898]]]}"
000000000000000000e3,6.867432517263025,31.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18233223295775,-22.821487711984233],[-43.18227223180078,-22.826005405756625],[-43.17740340218598,-22.825949805899473],[-43.17746355694292,-22.821432037815445],[-43.18233223295775,-22.821487711984233]]]}"
000000000000000000e4,6.489155039974918,43.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17746355694292,-22.821432037815445],[-43.17740340218598,-22.825949805899473],[-43.17252974145664,-22.825893923549643],[-43.17259004984695,-22.821376226667546],[-43.17746355694292,-22.821432037815445]]]}"
000000000000000000e5,9.788620284869525,55.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17259004984695,-22.821376226667546],[-43.17252974145664,-22.825893923549643],[-43.167660857267784,-22.825838032343785],[-43.16772131931337,-22.82132033412231],[-43.17259004984695,-22.821376226667546]]]}"
000000000000000000e6,2.5698645959535704,61.0,"{""type"":""Polygon"",""coordinates"":[[[-43.16772131931337,-22.82132033412231],[-43.167660857267784,-22.825838032343785],[-43.16279209410661,-22.825781873157286],[-43.16285270983494,-22.82126424652471],[-43.16772131931337,-22.82132033412231]]]}"
000000000000000000e7,1.0406208842897469,74.0,"{""type"":""Polygon"",""coordinates"":[[[-43.313775951285386,-22.827451874875827],[-43.31372030794759,-22.8319655217359],[-43.30884607987174,-22.831913790291956],[-43.30890180233857,-22.827400237727456],[-43.313775951285386,-22.827451874875827]]]}"
000000000000000000e8,6.933933783147653,76.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30890180233857,-22.827400237727456],[-43.30884607987174,-22.831913790291956],[-43.303976610576434,-22.831862043198218],[-43.30403255960869,-22.82734846281134],[-43.30890180233857,-22.827400237727456]]]}"
000000000000000000e9,11.13628916328209,78.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30403255960869,-22.82734846281134],[-43.303976610576434,-22.831862043198218],[-43.299107257174626,-22.831810100376877],[-43.29916335909307,-22.827296517082623],[-43.30403255960869,-22.82734846281134]]]}"
000000000000000000ea,31.006227696630262,81.0,"{""type"":""Polygon"",""coordinates"":[[[-43.29916335909307,-22.827296517082623],[-43.299107257174626,-22.831810100376877],[-43.29423300632865,-22.8317579778608],[-43.2942892611666,-22.82724439147867],[-43.29916335909307,-22.827296517082623]]]}"
000000000000000000eb,18.665984622626713,224.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2942892611666,-22.82724439147867],[-43.29423300632865,-22.8317579778608],[-43.28936366362589,-22.831705717954453],[-43.28942007140564,-22.82719220154959],[-43.2942892611666,-22.82724439147867]]]}"
000000000000000000ec,11.805340899817317,233.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28942007140564,-22.82719220154959],[-43.28936366362589,-22.831705717954453],[-43.28449428989466,-22.831653384811403],[-43.28455092438681,-22.827139840862777],[-43.28942007140564,-22.82719220154959]]]}"
000000000000000000ed,16.441826741996234,243.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28455092438681,-22.827139840862777],[-43.28449428989466,-22.831653384811403],[-43.27962495904419,-22.83160080809453],[-43.27968174654087,-22.827087334267897],[-43.28455092438681,-22.827139840862777]]]}"
000000000000000000ee,8.57118756741841,255.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27968174654087,-22.827087334267897],[-43.27962495904419,-22.83160080809453],[-43.27475080327957,-22.831548098810345],[-43.27480774381404,-22.827034622171148],[-43.27968174654087,-22.827087334267897]]]}"
000000000000000000ef,6.323169430461577,267.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27480774381404,-22.827034622171148],[-43.27475080327957,-22.831548098810345],[-43.26988148449562,-22.831495277897208],[-43.26993857809017,-22.826981798753014],[-43.27480774381404,-22.827034622171148]]]}"
000000000000000000f0,3.6231975944909327,280.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26993857809017,-22.826981798753014],[-43.26988148449562,-22.831495277897208],[-43.26501220912046,-22.831442286219424],[-43.2650694558028,-22.82692880463762],[-43.26993857809017,-22.826981798753014]]]}"
000000000000000000f1,1.9749261519357286,292.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2650694558028,-22.82692880463762],[-43.26501220912046,-22.831442286219424],[-43.26013810794023,-22.831389088620714],[-43.260195507743646,-22.82687567720239],[-43.2650694558028,-22.82692880463762]]]}"
000000000000000000f2,5.813276836158189,106.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25045733344716,-22.826768957646816],[-43.25039962732946,-22.83128237360322],[-43.24553037930996,-22.831228821260094],[-43.24558823862643,-22.826715403131818],[-43.25045733344716,-22.826768957646816]]]}"
000000000000000000f3,3.026323875215549,114.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24558823862643,-22.826715403131818],[-43.24553037930996,-22.831228821260094],[-43.240656304289345,-22.83117506220733],[-43.240714316837874,-22.826661641730833],[-43.24558823862643,-22.826715403131818]]]}"
000000000000000000f4,2.8363663756034168,123.0,"{""type"":""Polygon"",""coordinates"":[[[-43.240714316837874,-22.826661641730833],[-43.240656304289345,-22.83117506220733],[-43.235787070732094,-22.831121193129217],[-43.235845310349255,-22.82660781859344],[-43.240714316837874,-22.826661641730833]]]}"
000000000000000000f5,43.697217182782055,19.0,"{""type"":""Polygon"",""coordinates"":[[[-43.187141108007324,-22.826060908069906],[-43.187081334237654,-22.83057422720595],[-43.18221230446552,-22.83051872619712],[-43.18227223180078,-22.826005405756625],[-43.187141108007324,-22.826060908069906]]]}"
000000000000000000f6,20.622598870056482,30.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18227223180078,-22.826005405756625],[-43.18221230446552,-22.83051872619712],[-43.17734332125755,-22.830463054731883],[-43.17740340218598,-22.825949805899473],[-43.18227223180078,-22.826005405756625]]]}"
000000000000000000f7,2.1878727073208966,42.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17740340218598,-22.825949805899473],[-43.17734332125755,-22.830463054731883],[-43.17246943299417,-22.830407198586354],[-43.17252974145664,-22.825893923549643],[-43.17740340218598,-22.825949805899473]]]}"
000000000000000000f8,8.179766605357148,54.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17252974145664,-22.825893923549643],[-43.17246943299417,-22.830407198586354],[-43.16760046906428,-22.83035121083763],[-43.167660857267784,-22.825838032343785],[-43.17252974145664,-22.825893923549643]]]}"
000000000000000000f9,0.0,200.0,"{""type"":""Polygon"",""coordinates"":[[[-43.323403895976455,-22.836581897676194],[-43.31853429629667,-22.83653054429296],[-43.31858971320055,-22.83201697650038],[-43.32345916011221,-22.832068333064406],[-43.323403895976455,-22.836581897676194]]]}"
000000000000000000fa,0.0,202.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31372030794759,-22.8319655217359],[-43.31858971320055,-22.83201697650038],[-43.31853429629667,-22.83653054429296],[-43.3136646645479,-22.83647904476111],[-43.31372030794759,-22.8319655217359]]]}"
000000000000000000fb,0.0,204.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31372030794759,-22.8319655217359],[-43.3136646645479,-22.83647904476111],[-43.30879028363575,-22.836427389339967],[-43.30884607987174,-22.831913790291956],[-43.31372030794759,-22.8319655217359]]]}"
000000000000000000fc,0.0,208.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30884607987174,-22.831913790291956],[-43.30879028363575,-22.836427389339967],[-43.30392066148162,-22.836375572488645],[-43.303976610576434,-22.831862043198218],[-43.30884607987174,-22.831913790291956]]]}"
000000000000000000fd,0.0,213.0,"{""type"":""Polygon"",""coordinates"":[[[-43.303976610576434,-22.831862043198218],[-43.30392066148162,-22.836375572488645],[-43.2990511551933,-22.83632363257699],[-43.299107257174626,-22.831810100376877],[-43.303976610576434,-22.831862043198218]]]}"
000000000000000000fe,25.657683648063017,218.0,"{""type"":""Polygon"",""coordinates"":[[[-43.299107257174626,-22.831810100376877],[-43.2990511551933,-22.83632363257699],[-43.29417675142751,-22.836271513151072],[-43.29423300632865,-22.8317579778608],[-43.299107257174626,-22.831810100376877]]]}"
000000000000000000ff,38.18371036179667,223.0,"{""type"":""Polygon"",""coordinates"":[[[-43.29423300632865,-22.8317579778608],[-43.29417675142751,-22.836271513151072],[-43.28930725578263,-22.836219256023472],[-43.28936366362589,-22.831705717954453],[-43.29423300632865,-22.8317579778608]]]}"
00000000000000000100,19.906382604765614,232.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28936366362589,-22.831705717954453],[-43.28930725578263,-22.836219256023472],[-43.28443772908143,-22.836166852837625],[-43.28449428989466,-22.831653384811403],[-43.28936366362589,-22.831705717954453]]]}"
00000000000000000101,15.540056497175124,242.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28449428989466,-22.831653384811403],[-43.28443772908143,-22.836166852837625],[-43.279568245233264,-22.83611427876459],[-43.27962495904419,-22.83160080809453],[-43.28449428989466,-22.831653384811403]]]}"
00000000000000000102,12.307114366705978,254.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27962495904419,-22.83160080809453],[-43.279568245233264,-22.83611427876459],[-43.27469393643769,-22.836061572301087],[-43.27475080327957,-22.831548098810345],[-43.27962495904419,-22.83160080809453]]]}"
00000000000000000103,7.9269910810115265,266.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27475080327957,-22.831548098810345],[-43.27469393643769,-22.836061572301087],[-43.26982446460051,-22.836008753901105],[-43.26988148449562,-22.831495277897208],[-43.27475080327957,-22.831548098810345]]]}"
00000000000000000104,8.306495251128371,279.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26988148449562,-22.831495277897208],[-43.26982446460051,-22.836008753901105],[-43.26495496237276,-22.835955789503778],[-43.26501220912046,-22.831442286219424],[-43.26988148449562,-22.831495277897208]]]}"
00000000000000000105,5.981260465728855,291.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26501220912046,-22.831442286219424],[-43.26495496237276,-22.835955789503778],[-43.260080708071115,-22.83590259452544],[-43.26013810794023,-22.831389088620714],[-43.26501220912046,-22.831442286219424]]]}"
00000000000000000106,4.765994037345046,303.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26013810794023,-22.831389088620714],[-43.260080708071115,-22.83590259452544],[-43.25521129265366,-22.835849288295258],[-43.25526884566641,-22.8313358528595],[-43.26013810794023,-22.831389088620714]]]}"
00000000000000000107,7.449424674713898,113.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24553037930996,-22.831228821260094],[-43.24547244612653,-22.835742285942725],[-43.24059829167379,-22.835688504417202],[-43.240656304289345,-22.83117506220733],[-43.24553037930996,-22.831228821260094]]]}"
00000000000000000108,4.763717741884851,122.0,"{""type"":""Polygon"",""coordinates"":[[[-43.240656304289345,-22.83117506220733],[-43.24059829167379,-22.835688504417202],[-43.235728904862,-22.835634637386164],[-43.235787070732094,-22.831121193129217],[-43.240656304289345,-22.83117506220733]]]}"
00000000000000000109,6.136535697022576,18.0,"{""type"":""Polygon"",""coordinates"":[[[-43.187081334237654,-22.83057422720595],[-43.18702156039703,-22.835087495313356],[-43.182152377058955,-22.83503192276966],[-43.18221230446552,-22.83051872619712],[-43.187081334237654,-22.83057422720595]]]}"
0000000000000000010a,0.34972252704185647,41.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17734332125755,-22.830463054731883],[-43.17728316635706,-22.83497627734081],[-43.17240912445951,-22.83492042260845],[-43.17246943299417,-22.830407198586354],[-43.17734332125755,-22.830463054731883]]]}"
0000000000000000010b,1.073169659951915,53.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17246943299417,-22.830407198586354],[-43.17240912445951,-22.83492042260845],[-43.16754000687373,-22.83486443596189],[-43.16760046906428,-22.83035121083763],[-43.17246943299417,-22.830407198586354]]]}"
0000000000000000010c,0.0,201.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31853429629667,-22.83653054429296],[-43.31847873194577,-22.84104861990979],[-43.313608947386314,-22.84099712374032],[-43.3136646645479,-22.83647904476111],[-43.31853429629667,-22.83653054429296]]]}"
0000000000000000010d,0.0,203.0,"{""type"":""Polygon"",""coordinates"":[[[-43.3136646645479,-22.83647904476111],[-43.313608947386314,-22.84099712374032],[-43.308734413630354,-22.84094539911631],[-43.30879028363575,-22.836427389339967],[-43.3136646645479,-22.83647904476111]]]}"
0000000000000000010e,0.0,207.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30879028363575,-22.836427389339967],[-43.308734413630354,-22.84094539911631],[-43.3038646386099,-22.84089365823514],[-43.30392066148162,-22.836375572488645],[-43.30879028363575,-22.836427389339967]]]}"
0000000000000000010f,0.0,212.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30392066148162,-22.836375572488645],[-43.3038646386099,-22.84089365823514],[-43.298994979427576,-22.840841648737367],[-43.2990511551933,-22.83632363257699],[-43.30392066148162,-22.836375572488645]]]}"
00000000000000000110,2.022213999460643,217.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2990511551933,-22.83632363257699],[-43.298994979427576,-22.840841648737367],[-43.29412042273445,-22.840789532648728],[-43.29417675142751,-22.836271513151072],[-43.2990511551933,-22.83632363257699]]]}"
00000000000000000111,40.172489329651015,222.0,"{""type"":""Polygon"",""coordinates"":[[[-43.29417675142751,-22.836271513151072],[-43.29412042273445,-22.840789532648728],[-43.289250700404075,-22.840737230639938],[-43.28930725578263,-22.836219256023472],[-43.29417675142751,-22.836271513151072]]]}"
00000000000000000112,44.59677723095462,231.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28930725578263,-22.836219256023472],[-43.289250700404075,-22.840737230639938],[-43.284381020718264,-22.840684830410257],[-43.28443772908143,-22.836166852837625],[-43.28930725578263,-22.836219256023472]]]}"
00000000000000000113,27.54171374764595,241.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28443772908143,-22.836166852837625],[-43.284381020718264,-22.840684830410257],[-43.279511383857745,-22.840632331988548],[-43.279568245233264,-22.83611427876459],[-43.28443772908143,-22.836166852837625]]]}"
00000000000000000114,15.050235183443082,253.0,"{""type"":""Polygon"",""coordinates"":[[[-43.279568245233264,-22.83611427876459],[-43.279511383857745,-22.840632331988548],[-43.27463692201654,-22.840579555828334],[-43.27469393643769,-22.836061572301087],[-43.279568245233264,-22.83611427876459]]]}"
00000000000000000115,13.512982896595002,265.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27469393643769,-22.836061572301087],[-43.27463692201654,-22.840579555828334],[-43.26976729711145,-22.840526667415865],[-43.26982446460051,-22.836008753901105],[-43.27469393643769,-22.836061572301087]]]}"
00000000000000000116,9.969893472106262,278.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26982446460051,-22.836008753901105],[-43.26976729711145,-22.840526667415865],[-43.264897641788,-22.840473705708987],[-43.26495496237276,-22.835955789503778],[-43.26982446460051,-22.836008753901105]]]}"
00000000000000000117,9.023117109546005,290.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26495496237276,-22.835955789503778],[-43.264897641788,-22.840473705708987],[-43.26002323435745,-22.840420513593962],[-43.260080708071115,-22.83590259452544],[-43.26495496237276,-22.835955789503778]]]}"
00000000000000000118,6.074413933783141,302.0,"{""type"":""Polygon"",""coordinates"":[[[-43.260080708071115,-22.83590259452544],[-43.26002323435745,-22.840420513593962],[-43.25515366578887,-22.84036720991933],[-43.25521129265366,-22.835849288295258],[-43.260080708071115,-22.83590259452544]]]}"
00000000000000000119,1.8423656143478608,313.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25521129265366,-22.835849288295258],[-43.25515366578887,-22.84036720991933],[-43.25028406730857,-22.84031376022557],[-43.25034184735228,-22.83579583610957],[-43.25521129265366,-22.835849288295258]]]}"
0000000000000000011a,2.3619209039548004,377.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24547244612653,-22.835742285942725],[-43.25034184735228,-22.83579583610957],[-43.25028406730857,-22.84031376022557],[-43.24541451287624,-22.840260212483496],[-43.24547244612653,-22.835742285942725]]]}"
0000000000000000011b,0.0,206.0,"{""type"":""Polygon"",""coordinates"":[[[-43.308734413630354,-22.84094539911631],[-43.308678543562586,-22.845458993317738],[-43.3038086893899,-22.845407157827896],[-43.3038646386099,-22.84089365823514],[-43.308734413630354,-22.84094539911631]]]}"
0000000000000000011c,0.0,211.0,"{""type"":""Polygon"",""coordinates"":[[[-43.3038646386099,-22.84089365823514],[-43.3038086893899,-22.845407157827896],[-43.29893880359881,-22.845355176103435],[-43.298994979427576,-22.840841648737367],[-43.3038646386099,-22.84089365823514]]]}"
0000000000000000011d,0.0,216.0,"{""type"":""Polygon"",""coordinates"":[[[-43.298994979427576,-22.840841648737367],[-43.29893880359881,-22.845355176103435],[-43.29406409397804,-22.84530306311167],[-43.29412042273445,-22.840789532648728],[-43.298994979427576,-22.840841648737367]]]}"
