system:index,DSM,cell_id,.geo
0000000000000000005a,12.656403013182667,349.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31892236071837,-22.804926377085597],[-43.318866944183156,-22.809444468404838],[-43.31399830291926,-22.809393070631565],[-43.31405394594778,-22.804874951154734],[-43.31892236071837,-22.804926377085597]]]}"
0000000000000000005b,15.387576042646613,354.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31405394594778,-22.804874951154734],[-43.31399830291926,-22.809393070631565],[-43.30912483899848,-22.809341395304155],[-43.30918063486135,-22.80482334505781],[-43.31405394594778,-22.804874951154734]]]}"
0000000000000000005c,8.181798211203517,360.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30918063486135,-22.80482334505781],[-43.30912483899848,-22.809341395304155],[-43.30425628139844,-22.809289656199546],[-43.30431215640433,-22.804771627585826],[-43.30918063486135,-22.80482334505781]]]}"
0000000000000000005d,3.30623787672393,365.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30431215640433,-22.804771627585826],[-43.30425628139844,-22.809289656199546],[-43.299387692417135,-22.80923777138835],[-43.2994437203004,-22.804719812390235],[-43.30431215640433,-22.804771627585826]]]}"
0000000000000000005e,3.4302504249007493,368.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2994437203004,-22.804719812390235],[-43.299387692417135,-22.80923777138835],[-43.294514279886315,-22.809185753913077],[-43.29457046068019,-22.804667718864906],[-43.2994437203004,-22.804719812390235]]]}"
0000000000000000005f,2.934388359144009,370.0,"{""type"":""Polygon"",""coordinates"":[[[-43.294514279886315,-22.809185753913077],[-43.28964570188926,-22.809133552693382],[-43.28970210935133,-22.804615562582395],[-43.29457046068019,-22.804667718864906],[-43.294514279886315,-22.809185753913077]]]}"
00000000000000000060,5.54929232700455,91.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28964570188926,-22.809133552693382],[-43.284777166745315,-22.809081253741947],[-43.28483372717529,-22.80456318795015],[-43.28970210935133,-22.804615562582395],[-43.28964570188926,-22.809133552693382]]]}"
00000000000000000061,3.341294081493138,96.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26048228444085,-22.804299344067488],[-43.265355466921136,-22.80435248499494],[-43.2652982205653,-22.808870441354355],[-43.26042495874389,-22.80881727845033],[-43.26048228444085,-22.804299344067488]]]}"
00000000000000000062,5.838455986191749,99.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26048228444085,-22.804299344067488],[-43.26042495874389,-22.80881727845033],[-43.255556462168904,-22.808764103740018],[-43.25561401478569,-22.804246142025008],[-43.26048228444085,-22.804299344067488]]]}"
00000000000000000063,5.8547699608911445,104.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25561401478569,-22.804246142025008],[-43.255556462168904,-22.808764103740018],[-43.250688009669226,-22.808710758665526],[-43.25074571545533,-22.804192794492028],[-43.25561401478569,-22.804246142025008]]]}"
00000000000000000064,6.608951663527936,111.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25074571545533,-22.804192794492028],[-43.250688009669226,-22.808710758665526],[-43.24581960142563,-22.808657243243996],[-43.24587746040873,-22.804139276679464],[-43.25074571545533,-22.804192794492028]]]}"
00000000000000000065,4.95458222291895,119.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24587746040873,-22.804139276679464],[-43.24581960142563,-22.808657243243996],[-43.240946366361726,-22.808603520242432],[-43.24100437857512,-22.804085551110266],[-43.24587746040873,-22.804139276679464]]]}"
00000000000000000066,14.3526154889172,128.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24100437857512,-22.804085551110266],[-43.240946366361726,-22.808603520242432],[-43.23607797288621,-22.808549688764803],[-43.23613613835204,-22.804031790168622],[-43.24100437857512,-22.804085551110266]]]}"
00000000000000000067,26.162208649035453,136.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23613613835204,-22.804031790168622],[-43.23607797288621,-22.808549688764803],[-43.23120955037359,-22.808495711786843],[-43.23126786911961,-22.80397788379828],[-43.23613613835204,-22.804031790168622]]]}"
00000000000000000068,14.761599256743581,144.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23126786911961,-22.80397788379828],[-43.23120955037359,-22.808495711786843],[-43.22634117281162,-22.808441637327352],[-43.22639964486545,-22.803923734413907],[-43.23126786911961,-22.80397788379828]]]}"
00000000000000000069,15.768465276689135,153.0,"{""type"":""Polygon"",""coordinates"":[[[-43.22639964486545,-22.803923734413907],[-43.22634117281162,-22.808441637327352],[-43.2214679672348,-22.80838735449958],[-43.221526666465245,-22.803869424493275],[-43.22639964486545,-22.803923734413907]]]}"
0000000000000000006a,39.80791467617496,165.0,"{""type"":""Polygon"",""coordinates"":[[[-43.221526666465245,-22.803869424493275],[-43.2214679672348,-22.80838735449958],[-43.21659960580181,-22.808332964115333],[-43.216658458402605,-22.8038151049288],[-43.221526666465245,-22.803869424493275]]]}"
0000000000000000006b,34.89246076585061,174.0,"{""type"":""Polygon"",""coordinates"":[[[-43.216658458402605,-22.8038151049288],[-43.21659960580181,-22.808332964115333],[-43.21173128984765,-22.808278403501536],[-43.211790295846434,-22.8037605423945],[-43.216658458402605,-22.8038151049288]]]}"
0000000000000000006c,28.2898949678633,183.0,"{""type"":""Polygon"",""coordinates"":[[[-43.211790295846434,-22.8037605423945],[-43.21173128984765,-22.808278403501536],[-43.20685814499072,-22.808223633924037],[-43.20691730442082,-22.803705770720114],[-43.211790295846434,-22.8037605423945]]]}"
0000000000000000006d,31.633310525357636,190.0,"{""type"":""Polygon"",""coordinates"":[[[-43.20691730442082,-22.803705770720114],[-43.20685814499072,-22.808223633924037],[-43.20198984620078,-22.808168757476327],[-43.2020491590842,-22.80365096530681],[-43.20691730442082,-22.803705770720114]]]}"
0000000000000000006e,37.169069874012095,195.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2020491590842,-22.80365096530681],[-43.20198984620078,-22.808168757476327],[-43.19712159341795,-22.808113783675378],[-43.19718105978228,-22.803595989787798],[-43.2020491590842,-22.80365096530681]]]}"
0000000000000000006f,44.37710217892139,198.0,"{""type"":""Polygon"",""coordinates"":[[[-43.19718105978228,-22.803595989787798],[-43.19712159341795,-22.808113783675378],[-43.192253312944615,-22.80805866450254],[-43.192312932817536,-22.803540868960635],[-43.19718105978228,-22.803595989787798]]]}"
00000000000000000070,64.88621414014736,12.0,"{""type"":""Polygon"",""coordinates"":[[[-43.192312932817536,-22.803540868960635],[-43.192253312944615,-22.80805866450254],[-43.187380202376424,-22.808003262741682],[-43.187439975791314,-22.803485538205024],[-43.192312932817536,-22.803540868960635]]]}"
00000000000000000071,28.13054695886352,24.0,"{""type"":""Polygon"",""coordinates"":[[[-43.187439975791314,-22.803485538205024],[-43.187380202376424,-22.808003262741682],[-43.1825119404288,-22.807947827863703],[-43.18257194130021,-22.803430077031628],[-43.187439975791314,-22.803485538205024]]]}"
00000000000000000072,5.15883239171374,35.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18257194130021,-22.803430077031628],[-43.1825119404288,-22.807947827863703],[-43.17764372518323,-22.80789229571867],[-43.17770387965321,-22.80337447059318],[-43.18257194130021,-22.803430077031628]]]}"
00000000000000000073,8.788553029637342,331.0,"{""type"":""Polygon"",""coordinates"":[[[-43.338346418884136,-22.80964880152953],[-43.338291686855264,-22.81416244037064],[-43.333422874588166,-22.814111533494707],[-43.33347775929278,-22.809597964012703],[-43.338346418884136,-22.80964880152953]]]}"
00000000000000000074,6.085356446261815,333.0,"{""type"":""Polygon"",""coordinates"":[[[-43.33347775929278,-22.809597964012703],[-43.333422874588166,-22.814111533494707],[-43.32854916715389,-22.81406052031867],[-43.328604278245386,-22.809546922465977],[-43.33347775929278,-22.809597964012703]]]}"
00000000000000000075,6.043251454793126,337.0,"{""type"":""Polygon"",""coordinates"":[[[-43.328604278245386,-22.809546922465977],[-43.32854916715389,-22.81406052031867],[-43.32368036341459,-22.814009369394665],[-43.32373562724471,-22.809495768320758],[-43.328604278245386,-22.809546922465977]]]}"
00000000000000000076,9.877809508865532,342.0,"{""type"":""Polygon"",""coordinates"":[[[-43.32373562724471,-22.809495768320758],[-43.32368036341459,-22.814009369394665],[-43.318811527586526,-22.81395807263644],[-43.318866944183156,-22.809444468404838],[-43.32373562724471,-22.809495768320758]]]}"
00000000000000000077,24.029535467671057,348.0,"{""type"":""Polygon"",""coordinates"":[[[-43.318866944183156,-22.809444468404838],[-43.318811527586526,-22.81395807263644],[-43.313942733528336,-22.813906677953828],[-43.31399830291926,-22.809393070631565],[-43.318866944183156,-22.809444468404838]]]}"
00000000000000000078,25.083098149890258,353.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31399830291926,-22.809393070631565],[-43.313942733528336,-22.813906677953828],[-43.309069116780066,-22.813855005893576],[-43.30912483899848,-22.809341395304155],[-43.31399830291926,-22.809393070631565]]]}"
00000000000000000079,27.427421936293722,359.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30912483899848,-22.809341395304155],[-43.309069116780066,-22.813855005893576],[-43.304200332616304,-22.81380329457548],[-43.30425628139844,-22.809289656199546],[-43.30912483899848,-22.809341395304155]]]}"
0000000000000000007a,12.087915330098363,364.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30425628139844,-22.809289656199546],[-43.304200332616304,-22.81380329457548],[-43.299331590750114,-22.813751412654824],[-43.299387692417135,-22.80923777138835],[-43.30425628139844,-22.809289656199546]]]}"
0000000000000000007b,3.3339563120496147,367.0,"{""type"":""Polygon"",""coordinates"":[[[-43.299387692417135,-22.80923777138835],[-43.299331590750114,-22.813751412654824],[-43.294458025301196,-22.81369932549831],[-43.294514279886315,-22.809185753913077],[-43.299387692417135,-22.80923777138835]]]}"
0000000000000000007c,3.194100109838381,369.0,"{""type"":""Polygon"",""coordinates"":[[[-43.294514279886315,-22.809185753913077],[-43.294458025301196,-22.81369932549831],[-43.28958929436366,-22.813647127034226],[-43.28964570188926,-22.809133552693382],[-43.294514279886315,-22.809185753913077]]]}"
0000000000000000007d,7.962893910860012,90.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28964570188926,-22.809133552693382],[-43.28958929436366,-22.813647127034226],[-43.28472060625148,-22.813594758014577],[-43.284777166745315,-22.809081253741947],[-43.28964570188926,-22.809133552693382]]]}"
0000000000000000007e,4.089670828603862,93.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27985188739566,-22.813542316038326],[-43.27497841751558,-22.813489570454077],[-43.27503521027786,-22.808976085582593],[-43.279908600885534,-22.80902880914471],[-43.27985188739566,-22.813542316038326]]]}"
0000000000000000007f,3.3620962376187893,94.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27497841751558,-22.813489570454077],[-43.27010971095562,-22.813436812061415],[-43.270166730526306,-22.80892337265271],[-43.27503521027786,-22.808976085582593],[-43.27497841751558,-22.813489570454077]]]}"
00000000000000000080,3.4780588150443057,95.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2652982205653,-22.808870441354355],[-43.265241047915325,-22.81338388318167],[-43.26036763298141,-22.813330795645587],[-43.26042495874389,-22.80881727845033],[-43.2652982205653,-22.808870441354355]]]}"
00000000000000000081,5.427641613055072,98.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26042495874389,-22.80881727845033],[-43.26036763298141,-22.813330795645587],[-43.25549898327163,-22.81327755044651],[-43.255556462168904,-22.808764103740018],[-43.26042495874389,-22.80881727845033]]]}"
00000000000000000082,9.956503179555424,103.0,"{""type"":""Polygon"",""coordinates"":[[[-43.255556462168904,-22.808764103740018],[-43.25549898327163,-22.81327755044651],[-43.25063037760946,-22.813224207592462],[-43.250688009669226,-22.808710758665526],[-43.255556462168904,-22.808764103740018]]]}"
00000000000000000083,9.622969240426862,110.0,"{""type"":""Polygon"",""coordinates"":[[[-43.250688009669226,-22.808710758665526],[-43.25063037760946,-22.813224207592462],[-43.245761816175694,-22.813170621535413],[-43.24581960142563,-22.808657243243996],[-43.250688009669226,-22.808710758665526]]]}"
00000000000000000084,8.43206145163818,118.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24581960142563,-22.808657243243996],[-43.245761816175694,-22.813170621535413],[-43.24088835408131,-22.813116925665664],[-43.240946366361726,-22.808603520242432],[-43.24581960142563,-22.808657243243996]]]}"
00000000000000000085,10.755506870641119,127.0,"{""type"":""Polygon"",""coordinates"":[[[-43.240946366361726,-22.808603520242432],[-43.24088835408131,-22.813116925665664],[-43.23601980735302,-22.813063096204115],[-43.23607797288621,-22.808549688764803],[-43.240946366361726,-22.808603520242432]]]}"
00000000000000000086,23.146791294467704,135.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23607797288621,-22.808549688764803],[-43.23601980735302,-22.813063096204115],[-43.23115123155989,-22.813009121178588],[-43.23120955037359,-22.808495711786843],[-43.23607797288621,-22.808549688764803]]]}"
00000000000000000087,18.889792151865358,143.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23120955037359,-22.808495711786843],[-43.23115123155989,-22.813009121178588],[-43.226282700689744,-22.812955048604373],[-43.22634117281162,-22.808441637327352],[-43.23120955037359,-22.808495711786843]]]}"
00000000000000000088,13.818830537701833,152.0,"{""type"":""Polygon"",""coordinates"":[[[-43.22634117281162,-22.808441637327352],[-43.226282700689744,-22.812955048604373],[-43.22140934177144,-22.812900695029754],[-43.2214679672348,-22.80838735449958],[-43.22634117281162,-22.808441637327352]]]}"
00000000000000000089,20.575559168607455,164.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2214679672348,-22.80838735449958],[-43.22140934177144,-22.812900695029754],[-43.2165409008177,-22.81284628159861],[-43.21659960580181,-22.808332964115333],[-43.2214679672348,-22.80838735449958]]]}"
0000000000000000008a,23.07974262397992,173.0,"{""type"":""Polygon"",""coordinates"":[[[-43.21659960580181,-22.808332964115333],[-43.2165409008177,-22.81284628159861],[-43.21167235762958,-22.812791747464548],[-43.21173128984765,-22.808278403501536],[-43.21659960580181,-22.808332964115333]]]}"
0000000000000000008b,33.998112556827074,182.0,"{""type"":""Polygon"",""coordinates"":[[[-43.21173128984765,-22.808278403501536],[-43.21167235762958,-22.812791747464548],[-43.20679905934813,-22.812736979745903],[-43.20685814499072,-22.808223633924037],[-43.21173128984765,-22.808278403501536]]]}"
0000000000000000008c,53.69466607240385,189.0,"{""type"":""Polygon"",""coordinates"":[[[-43.20685814499072,-22.808223633924037],[-43.20679905934813,-22.812736979745903],[-43.2019306071117,-22.81268210484968],[-43.20198984620078,-22.808168757476327],[-43.20685814499072,-22.808223633924037]]]}"
0000000000000000008d,55.481616562356805,194.0,"{""type"":""Polygon"",""coordinates"":[[[-43.20198984620078,-22.808168757476327],[-43.2019306071117,-22.81268210484968],[-43.19706220085475,-22.81262705970479],[-43.19712159341795,-22.808113783675378],[-43.20198984620078,-22.808168757476327]]]}"
0000000000000000008e,28.707418125663036,197.0,"{""type"":""Polygon"",""coordinates"":[[[-43.19712159341795,-22.808113783675378],[-43.19706220085475,-22.81262705970479],[-43.192193766879626,-22.812571941948573],[-43.192253312944615,-22.80805866450254],[-43.19712159341795,-22.808113783675378]]]}"
0000000000000000008f,24.685016460260247,199.0,"{""type"":""Polygon"",""coordinates"":[[[-43.192253312944615,-22.80805866450254],[-43.192193766879626,-22.812571941948573],[-43.18732050277627,-22.812516541780084],[-43.187380202376424,-22.808003262741682],[-43.192253312944615,-22.80805866450254]]]}"
00000000000000000090,30.28591516582024,23.0,"{""type"":""Polygon"",""coordinates"":[[[-43.187380202376424,-22.808003262741682],[-43.18732050277627,-22.812516541780084],[-43.18245208727159,-22.81246110818748],[-43.1825119404288,-22.807947827863703],[-43.187380202376424,-22.808003262741682]]]}"
00000000000000000091,33.38640301318266,34.0,"{""type"":""Polygon"",""coordinates"":[[[-43.1825119404288,-22.807947827863703],[-43.18245208727159,-22.81246110818748],[-43.17758371844136,-22.8124055044165],[-43.17764372518323,-22.80789229571867],[-43.1825119404288,-22.807947827863703]]]}"
00000000000000000092,0.3607273867377337,46.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17764372518323,-22.80789229571867],[-43.17758371844136,-22.8124055044165],[-43.1727105185968,-22.81234969047375],[-43.172770678956695,-22.80783648038607],[-43.17764372518323,-22.80789229571867]]]}"
00000000000000000093,1.1009610857569718,68.0,"{""type"":""Polygon"",""coordinates"":[[[-43.1629737932302,-22.812237778953662],[-43.158105464557266,-22.812181543977488],[-43.15816615984805,-22.807668378925605],[-43.16303433481878,-22.80772454199156],[-43.1629737932302,-22.812237778953662]]]}"
00000000000000000094,5.672437712255409,336.0,"{""type"":""Polygon"",""coordinates"":[[[-43.32854916715389,-22.81406052031867],[-43.32849405600161,-22.818574140136718],[-43.32362509952337,-22.818522992440187],[-43.32368036341459,-22.814009369394665],[-43.32854916715389,-22.81406052031867]]]}"
00000000000000000095,11.087374862702019,341.0,"{""type"":""Polygon"",""coordinates"":[[[-43.32368036341459,-22.814009369394665],[-43.32362509952337,-22.818522992440187],[-43.31875611092848,-22.818471698845915],[-43.318811527586526,-22.81395807263644],[-43.32368036341459,-22.814009369394665]]]}"
00000000000000000096,19.722592592592584,347.0,"{""type"":""Polygon"",""coordinates"":[[[-43.318811527586526,-22.81395807263644],[-43.31875611092848,-22.818471698845915],[-43.31388716407567,-22.818420234527025],[-43.313942733528336,-22.813906677953828],[-43.318811527586526,-22.81395807263644]]]}"
00000000000000000097,16.94863593603011,352.0,"{""type"":""Polygon"",""coordinates"":[[[-43.313942733528336,-22.813906677953828],[-43.31388716407567,-22.818420234527025],[-43.30901339449958,-22.818368565736222],[-43.309069116780066,-22.813855005893576],[-43.313942733528336,-22.813906677953828]]]}"
00000000000000000098,18.161067001412203,358.0,"{""type"":""Polygon"",""coordinates"":[[[-43.309069116780066,-22.813855005893576],[-43.30901339449958,-22.818368565736222],[-43.304144457485556,-22.81831685738017],[-43.304200332616304,-22.81380329457548],[-43.309069116780066,-22.813855005893576]]]}"
00000000000000000099,9.560668169063591,363.0,"{""type"":""Polygon"",""coordinates"":[[[-43.304200332616304,-22.81380329457548],[-43.304144457485556,-22.81831685738017],[-43.299275562741336,-22.818264905609066],[-43.299331590750114,-22.813751412654824],[-43.304200332616304,-22.81380329457548]]]}"
0000000000000000009a,13.357148680769415,84.0,"{""type"":""Polygon"",""coordinates"":[[[-43.299331590750114,-22.813751412654824],[-43.299275562741336,-22.818264905609066],[-43.29440184438115,-22.818212821519975],[-43.294458025301196,-22.81369932549831],[-43.299331590750114,-22.813751412654824]]]}"
0000000000000000009b,20.18396475107328,87.0,"{""type"":""Polygon"",""coordinates"":[[[-43.294458025301196,-22.81369932549831],[-43.29440184438115,-22.818212821519975],[-43.289532960509966,-22.81816062581567],[-43.28958929436366,-22.813647127034226],[-43.294458025301196,-22.81369932549831]]]}"
0000000000000000009c,5.866917765222843,89.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28958929436366,-22.813647127034226],[-43.289532960509966,-22.81816062581567],[-43.28466404569379,-22.818108284315358],[-43.28472060625148,-22.813594758014577],[-43.28958929436366,-22.813647127034226]]]}"
0000000000000000009d,6.210772128060262,92.0,"{""type"":""Polygon"",""coordinates"":[[[-43.28472060625148,-22.813594758014577],[-43.28466404569379,-22.818108284315358],[-43.27979524759137,-22.81805582014129],[-43.27985188739566,-22.813542316038326],[-43.28472060625148,-22.813594758014577]]]}"
0000000000000000009e,8.448109125117593,258.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27985188739566,-22.813542316038326],[-43.27979524759137,-22.81805582014129],[-43.27492155093195,-22.81800310218187],[-43.27497841751558,-22.813489570454077],[-43.27985188739566,-22.813542316038326]]]}"
0000000000000000009f,6.409546524399807,270.0,"{""type"":""Polygon"",""coordinates"":[[[-43.27497841751558,-22.813489570454077],[-43.27492155093195,-22.81800310218187],[-43.27005269132009,-22.81795034628547],[-43.27010971095562,-22.813436812061415],[-43.27497841751558,-22.813489570454077]]]}"
000000000000000000a0,3.3554495528008776,97.0,"{""type"":""Polygon"",""coordinates"":[[[-43.26036763298141,-22.813330795645587],[-43.260310307153425,-22.81784426212344],[-43.2554415043085,-22.817791019218213],[-43.25549898327163,-22.81327755044651],[-43.26036763298141,-22.813330795645587]]]}"
000000000000000000a1,5.215456468653287,102.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25549898327163,-22.81327755044651],[-43.2554415043085,-22.817791019218213],[-43.25057274548352,-22.81773760580602],[-43.25063037760946,-22.813224207592462],[-43.25549898327163,-22.81327755044651]]]}"
000000000000000000a2,10.95101694915254,109.0,"{""type"":""Polygon"",""coordinates"":[[[-43.25063037760946,-22.813224207592462],[-43.25057274548352,-22.81773760580602],[-43.2457039570593,-22.81768411950489],[-43.245761816175694,-22.813170621535413],[-43.25063037760946,-22.813224207592462]]]}"
000000000000000000a3,10.047035585514971,117.0,"{""type"":""Polygon"",""coordinates"":[[[-43.245761816175694,-22.813170621535413],[-43.2457039570593,-22.81768411950489],[-43.240830415540955,-22.817630328369752],[-43.24088835408131,-22.813116925665664],[-43.245761816175694,-22.813170621535413]]]}"
000000000000000000a4,8.713962875311513,126.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24088835408131,-22.813116925665664],[-43.240830415540955,-22.817630328369752],[-43.23596164175245,-22.817576525740762],[-43.23601980735302,-22.813063096204115],[-43.24088835408131,-22.813116925665664]]]}"
000000000000000000a5,22.53291567535671,134.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23601980735302,-22.813063096204115],[-43.23596164175245,-22.817576525740762],[-43.231092986499895,-22.817522527867503],[-43.23115123155989,-22.813009121178588],[-43.23601980735302,-22.813063096204115]]]}"
000000000000000000a6,21.036867776947744,142.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23115123155989,-22.813009121178588],[-43.231092986499895,-22.817522527867503],[-43.22622422849984,-22.81746840918659],[-43.226282700689744,-22.812955048604373],[-43.23115123155989,-22.813009121178588]]]}"
000000000000000000a7,6.032349898103149,151.0,"{""type"":""Polygon"",""coordinates"":[[[-43.226282700689744,-22.812955048604373],[-43.22622422849984,-22.81746840918659],[-43.221350716239705,-22.817414057675524],[-43.22140934177144,-22.812900695029754],[-43.226282700689744,-22.812955048604373]]]}"
000000000000000000a8,17.213416280077087,163.0,"{""type"":""Polygon"",""coordinates"":[[[-43.22140934177144,-22.812900695029754],[-43.221350716239705,-22.817414057675524],[-43.21648212192217,-22.817359645997033],[-43.2165409008177,-22.81284628159861],[-43.22140934177144,-22.812900695029754]]]}"
000000000000000000a9,21.385831763967353,172.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2165409008177,-22.81284628159861],[-43.21648212192217,-22.817359645997033],[-43.21161342534244,-22.81730511355574],[-43.21167235762958,-22.812791747464548],[-43.2165409008177,-22.81284628159861]]]}"
000000000000000000aa,17.502718294403522,181.0,"{""type"":""Polygon"",""coordinates"":[[[-43.21167235762958,-22.812791747464548],[-43.21161342534244,-22.81730511355574],[-43.20673997363613,-22.817250274881637],[-43.20679905934813,-22.812736979745903],[-43.21167235762958,-22.812791747464548]]]}"
000000000000000000ab,26.083765952504997,188.0,"{""type"":""Polygon"",""coordinates"":[[[-43.20679905934813,-22.812736979745903],[-43.20673997363613,-22.817250274881637],[-43.201871367952855,-22.817195401539223],[-43.2019306071117,-22.81268210484968],[-43.20679905934813,-22.812736979745903]]]}"
000000000000000000ac,36.85166445910572,193.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2019306071117,-22.81268210484968],[-43.201871367952855,-22.817195401539223],[-43.197002734349994,-22.81714038267403],[-43.19706220085475,-22.81262705970479],[-43.2019306071117,-22.81268210484968]]]}"
000000000000000000ad,47.86296210271251,196.0,"{""type"":""Polygon"",""coordinates"":[[[-43.19706220085475,-22.81262705970479],[-43.197002734349994,-22.81714038267403],[-43.19213414686558,-22.817085266338868],[-43.192193766879626,-22.812571941948573],[-43.19706220085475,-22.81262705970479]]]}"
000000000000000000ae,22.209054710769717,11.0,"{""type"":""Polygon"",""coordinates"":[[[-43.192193766879626,-22.812571941948573],[-43.19213414686558,-22.817085266338868],[-43.18726072921957,-22.817029867767165],[-43.18732050277627,-22.812516541780084],[-43.192193766879626,-22.812571941948573]]]}"
000000000000000000af,34.985385972291084,22.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18732050277627,-22.812516541780084],[-43.18726072921957,-22.817029867767165],[-43.18239216015032,-22.816974435464367],[-43.18245208727159,-22.81246110818748],[-43.18732050277627,-22.812516541780084]]]}"
000000000000000000b0,36.6100188323917,33.0,"{""type"":""Polygon"",""coordinates"":[[[-43.18245208727159,-22.81246110818748],[-43.18239216015032,-22.816974435464367],[-43.17752363772797,-22.816918760071264],[-43.17758371844136,-22.8124055044165],[-43.18245208727159,-22.81246110818748]]]}"
000000000000000000b1,4.801260385640386,45.0,"{""type"":""Polygon"",""coordinates"":[[[-43.17758371844136,-22.8124055044165],[-43.17752363772797,-22.816918760071264],[-43.17265028425788,-22.81686294752279],[-43.1727105185968,-22.81234969047375],[-43.17758371844136,-22.8124055044165]]]}"
000000000000000000b2,2.4213846742958283,63.0,"{""type"":""Polygon"",""coordinates"":[[[-43.1629737932302,-22.812237778953662],[-43.167842169272724,-22.81229377096221],[-43.16778178128644,-22.816807029098282],[-43.162913251568924,-22.81675096525702],[-43.1629737932302,-22.812237778953662]]]}"
000000000000000000b3,2.827230553864116,67.0,"{""type"":""Polygon"",""coordinates"":[[[-43.1629737932302,-22.812237778953662],[-43.162913251568924,-22.81675096525702],[-43.15804476919345,-22.816694804092872],[-43.158105464557266,-22.812181543977488],[-43.1629737932302,-22.812237778953662]]]}"
000000000000000000b4,15.150635493488139,340.0,"{""type"":""Polygon"",""coordinates"":[[[-43.32362509952337,-22.818522992440187],[-43.32356983557106,-22.82303663736805],[-43.31870069420903,-22.82298527421446],[-43.31875611092848,-22.818471698845915],[-43.32362509952337,-22.818522992440187]]]}"
000000000000000000b5,21.166264908976782,346.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31875611092848,-22.818471698845915],[-43.31870069420903,-22.82298527421446],[-43.31383159456128,-22.822933812994485],[-43.31388716407567,-22.818420234527025],[-43.31875611092848,-22.818471698845915]]]}"
000000000000000000b6,14.226396989651926,351.0,"{""type"":""Polygon"",""coordinates"":[[[-43.31388716407567,-22.818420234527025],[-43.31383159456128,-22.822933812994485],[-43.308957672157035,-22.82288214747939],[-43.30901339449958,-22.818368565736222],[-43.31388716407567,-22.818420234527025]]]}"
000000000000000000b7,7.743059783461476,357.0,"{""type"":""Polygon"",""coordinates"":[[[-43.30901339449958,-22.818368565736222],[-43.308957672157035,-22.82288214747939],[-43.304088582292415,-22.822830369350193],[-43.304144457485556,-22.81831685738017],[-43.30901339449958,-22.818368565736222]]]}"
000000000000000000b8,13.393261812543535,80.0,"{""type"":""Polygon"",""coordinates"":[[[-43.304144457485556,-22.81831685738017],[-43.304088582292415,-22.822830369350193],[-43.29921946094864,-22.822778518057543],[-43.299275562741336,-22.818264905609066],[-43.304144457485556,-22.81831685738017]]]}"
000000000000000000b9,25.32358936086147,83.0,"{""type"":""Polygon"",""coordinates"":[[[-43.299275562741336,-22.818264905609066],[-43.29921946094864,-22.822778518057543],[-43.2943455896697,-22.822726364294834],[-43.29440184438115,-22.818212821519975],[-43.299275562741336,-22.818264905609066]]]}"
000000000000000000ba,22.280712765890662,86.0,"{""type"":""Polygon"",""coordinates"":[[[-43.29440184438115,-22.818212821519975],[-43.2943455896697,-22.822726364294834],[-43.28947655285738,-22.822674171354716],[-43.289532960509966,-22.81816062581567],[-43.29440184438115,-22.818212821519975]]]}"
000000000000000000bb,7.546666080777388,234.0,"{""type"":""Polygon"",""coordinates"":[[[-43.289532960509966,-22.81816062581567],[-43.28947655285738,-22.822674171354716],[-43.28460748507222,-22.82262183255503],[-43.28466404569379,-22.818108284315358],[-43.289532960509966,-22.81816062581567]]]}"
